Barn,Dishwasher,Fridge,Garage door,Home office,Living room,Microwave,Solar,Well,Wine cellar,apparentTemperature,avg_Kitchen,dewPoint,gen,humidity,pressure,sum_Furnace,temperature,use,windBearing,windSpeed
0.6222044481112746,0.1463405166544459,-0.4555139496913031,0.21593590417852213,0.8621092304791594,-0.5264727631887948,0.8495993699740838,-0.5790621300102291,0.4525463224177885,0.4264581749949287,-0.5546598001233034,0.33680208653181753,-0.5056373199526613,-0.5790621300102291,-0.18819966397356122,0.03569316253238849,0.592069874008529,-0.4854347151519402,0.5269452870985624,0.42606972638752105,0.5291336749142973
0.6319340315844436,0.3328048914591936,0.4130009319055993,-0.37865726251039006,0.13667555393950442,-0.06316644176873427,0.7488800740145516,-0.3877362891307972,0.32839552140626477,0.7639036265364908,-0.5506807722336609,-0.020076285030640042,-0.524542866572205,-0.3877362891307972,-0.21923258728835066,-0.02908802975194533,0.6969915159987806,-0.49786416535011796,0.3792417523831935,0.44558524118669407,0.42293047096202924
0.32625735942508177,-0.014129274319480805,0.08238172426160657,0.6512192236000914,0.14374542692036835,-0.018015914719226176,0.7666551847518538,-0.3416802900009384,0.20624788505780153,-0.5498394548645283,-0.5641124554425526,-0.1682021384401537,-0.5403260521351687,-0.3416802900009384,-0.20928820576137508,-0.05192017845416972,0.5529733554467249,-0.5150873372570174,0.07016521436947584,0.40318406500231335,0.3652041951229153
0.30162928950092494,0.4470743038361925,0.10572655102187291,-0.1300868480501581,0.41910697063912417,0.006005466684493928,0.7740352338451786,-0.34318178352485296,0.2632169235700646,-0.6126736536243166,-0.5182470363444682,0.2841424176306901,-0.5132232466478703,-0.34318178352485296,-0.1241316932591574,-0.04752544226211646,0.8695692562175134,-0.5188996530353588,0.4337292573171833,0.30119821264319635,-0.04235182254257278
-0.05485465465511049,0.12028380134914342,-0.5084023092639464,0.5902493689142634,0.14189300950356676,0.08407618473142649,0.770747924201318,-0.35558509792597526,0.20224330062430435,-0.563534082405248,-0.5424061882304364,0.24613459775567179,-0.5042677522518275,-0.35558509792597526,-0.11801129191111577,-0.06920745858162898,0.4961986422213528,-0.5123775700777439,-0.06175854608782414,0.3034983388958982,0.2127386640098586
0.2952194960039562,0.20042447464902252,-0.13253885389761533,0.24866903846165125,0.13216078228653097,-0.05004426217349647,0.7684157510569716,-0.37920870646301524,0.10412485327336439,-0.5469124928551752,-0.5404789066021846,-0.020080077461814987,-0.49009313911912555,-0.37920870646301524,-0.08336976013155185,-0.09927500185433917,0.9692541361100123,-0.5219189258555129,0.6624413089656294,0.31053330487379965,0.11766674654327527
-0.07085421303535047,0.26664249422890396,0.07936859202224729,0.3972649147022584,0.13494260131037367,-0.12411142488596061,0.7459686360359163,-0.3852216049506022,0.1381658638681767,-0.57815680210058,-0.5461694177703805,0.21410507911846757,-0.4857165136439709,-0.3852216049506022,-0.06106478458716611,-0.09953916668027335,0.6947485252033738,-0.5312533420766048,0.20520338151104284,0.27569067723722285,0.09571444951713844
-0.23941922623497214,0.28116745764097884,-0.20258488825384305,-0.16110733153026022,0.08947732578548717,-0.18674724878067353,0.7697169226553578,-0.3945635331091809,0.17220714517718505,-0.6483875877241627,-0.5306043816425182,0.20115579428979574,-0.48371480224790225,-0.3945635331091809,-0.0480509780358029,-0.08141641549894463,0.37039474813851364,-0.5315816073173537,-0.24052259768652318,0.26945193604676687,-0.012674143402589436
-0.49878889577124114,-0.5724597668148782,-0.31300392731052284,0.35023353400740065,-0.23181700310474415,-0.3282947510345901,0.7400817219504253,0.12751496335617826,0.1127506297095166,-0.5972583954708249,-0.5273914470116211,-0.498350418398391,-0.47274904961670017,0.12751496335617826,-0.03161920502226136,-0.09328589685864316,-0.8414709081925895,-0.5271724145027086,-0.693337585161466,0.26026294924157,-0.0070173303146837595
-0.8527127633497147,0.15421617660137338,-0.644057737500511,-0.31011763198181075,-0.25118941162173425,0.9367180303006623,0.8002128904705393,0.5362424619947974,0.6661920331434211,-0.6538990728572114,-0.484118068082535,0.9089885388068883,-0.47637971360609344,0.5362424619947974,-0.1241316932591574,-0.08397972958288903,0.29313267915931296,-0.4876383409319326,0.1395976479193632,0.21726721083899883,-0.10309837109135479
-0.9075085935309498,0.356862187915412,-0.3233621841458883,-0.2113622705102157,-0.30939857157744377,0.9869119962872694,0.7601970389163234,0.3846034771891154,0.989443059081246,-0.5460061276430984,-0.46662424243576295,-0.44235856542326113,-0.47827662208442795,0.3846034771891154,-0.18519647784632362,-0.10717337153597054,0.9077844700357953,-0.45888855504299375,0.7916418877551238,0.16133274942483464,0.011284192564886452
0.5965002532472004,0.38094566273331215,0.8253965945665046,-0.09906621239726143,0.5952296549180967,0.7973396518529848,0.8580005421266613,0.23142080448120636,0.41550008229307844,-0.4588414059809412,-0.504723833527691,-0.08139958329960699,-0.4871388891034394,0.23142080448120636,-0.22717313339815556,-0.17334178096441435,0.7678361950908615,-0.45258920248390355,0.7242601595229784,0.23069354684187854,0.4183421006500283
-0.6346431840591534,0.34483351274064605,0.8063648514138437,-0.22581719523803986,-0.3460664669516415,0.7364129356296832,0.5752629444163518,0.2385950637732535,0.9262423697027304,0.15804104099237182,-0.5174735147324429,-0.012013856140933392,-0.5134170238997858,0.2385950637732535,-0.2772941857482791,-0.26744258056888265,0.7131021030183682,-0.4478211184492114,0.8921660777679288,0.3515682198362018,0.5740001994762085
-0.7625873779251692,0.6155224928383562,0.7701135758009647,-0.9568368206770336,-0.3009851267831565,0.7306544539464367,0.857189081585888,0.2713992954210807,0.4269981839343197,0.8237534190071738,-0.50625827306802,0.9284701326256927,-0.5217961727441567,0.2713992954210807,-0.2943122404692926,-0.3440875248272738,0.8723617010541822,-0.4492651672904839,0.9090373033700041,0.3394317112366175,0.4623400762259333
0.4568151812179046,0.9483451308100179,0.7940332155348202,0.756932217833301,-0.3181857401992367,0.6378573655958952,0.5060195523461289,0.2461625822891394,0.6446327573172077,0.40486927452046273,-0.49745569292243574,0.715991453004754,-0.5257762827989857,0.2461625822891394,-0.2772941857482791,-0.38931988252092864,0.3583821044720744,-0.459848243450473,0.7147470295087928,0.2962784409570112,0.27662090229880654
0.6890267010227944,0.9575136608471158,0.7352389493123218,-0.8237311390963258,-0.4515923208499066,-0.4964459368318979,0.9419670280052672,-0.9690218143730116,0.4560424785817988,-0.5875103445119944,-0.5293484868430909,0.5407042659473688,-0.527018329317345,-0.9690218143730116,-0.2355160223356544,-0.4037335894827244,0.4818164175516901,-0.48216166824768847,0.6956122834007683,0.2658585775037236,0.39123785846179937
0.9753507609814004,0.8334177706869633,0.7283095536329692,0.7615115988304157,-0.19613167313850277,0.6445689091153701,0.7388465337809095,-0.6054298291856322,0.5000311255753399,-0.5896002976671564,-0.574784874437582,-0.06111366931570149,-0.5133201352738281,-0.6054298291856322,-0.14709122573763056,-0.39301293010137384,0.6798355146807621,-0.5170450964853214,0.7977269161459059,0.24967748888588837,0.4293797534508244
